    1,500000e+00    3,413240e-02   -1,511753e-01
    1,550000e+00    2,721556e-02   -1,259863e-01
    1,600000e+00    2,148444e-02   -1,037529e-01
    1,650000e+00    1,679138e-02   -8,445004e-02
    1,700000e+00    1,299267e-02   -6,795071e-02
    1,750000e+00    9,952877e-03   -5,405554e-02
    1,800000e+00    7,547790e-03   -4,251900e-02
    1,850000e+00    5,666155e-03   -3,307160e-02
    1,900000e+00    4,210409e-03   -2,543776e-02
    1,950000e+00    3,096633e-03   -1,934928e-02
    2,000000e+00    2,253923e-03   -1,455506e-02
    2,050000e+00    1,623369e-03   -1,082722e-02
    2,100000e+00    1,156800e-03   -7,964390e-03
    2,150000e+00    8,154242e-04   -5,792799e-03
    2,200000e+00    5,684603e-04   -4,165618e-03
    2,250000e+00    3,918291e-04   -2,961188e-03
    2,300000e+00    2,669565e-04   -2,080521e-03
    2,350000e+00    1,797098e-04   -1,444451e-03
    2,400000e+00    1,194806e-04   -9,907044e-04
    2,450000e+00    7,841182e-05   -6,710316e-04
    2,500000e+00    5,076135e-05   -4,486663e-04
    2,550000e+00    3,238830e-05   -2,959803e-04
    2,600000e+00    2,034622e-05   -1,925232e-04
    2,650000e+00    1,256668e-05   -1,233767e-04
    2,700000e+00    7,617350e-06   -7,781520e-05
    2,750000e+00    4,520118e-06   -4,823845e-05
    2,800000e+00    2,616534e-06   -2,933888e-05
    2,850000e+00    1,469837e-06   -1,746445e-05
    2,900000e+00    7,947414e-07   -1,013978e-05
    2,950000e+00    4,078937e-07   -5,712827e-06
    3,000000e+00    1,934698e-07   -3,098540e-06
    3,050000e+00    7,965565e-08   -1,596132e-06
    3,100000e+00    2,283161e-08   -7,609764e-07
    3,150000e+00   -2,888839e-09   -3,163157e-07
    3,200000e+00   -1,245826e-08   -9,346548e-08
    3,250000e+00   -1,423490e-08    7,991626e-09
    3,300000e+00   -1,269864e-08    4,622175e-08
    3,350000e+00   -1,011486e-08    5,382415e-08
    3,400000e+00   -7,529991e-09    4,831715e-08
    3,450000e+00   -5,350976e-09    3,858587e-08
    3,500000e+00   -3,671789e-09    2,875162e-08
    3,550000e+00   -2,449956e-09    2,043065e-08
    3,600000e+00   -1,596793e-09    1,400961e-08
    3,650000e+00   -1,019780e-09    9,336723e-09
    3,700000e+00   -6,395940e-10    6,075776e-09
    3,750000e+00   -3,946059e-10    3,872852e-09
    3,800000e+00   -2,397906e-10    2,423662e-09
    3,850000e+00   -1,436600e-10    1,491618e-09
    3,900000e+00   -8,492043e-11    9,039508e-10
    3,950000e+00   -4,956006e-11    5,399657e-10
    4,000000e+00   -2,857031e-11    3,181736e-10
    4,050000e+00   -1,627582e-11    1,850605e-10
    4,100000e+00   -9,165687e-12    1,063014e-10
    4,150000e+00   -5,103956e-12    6,032859e-11
    4,200000e+00   -2,811080e-12    3,383912e-11
    4,250000e+00   -1,531623e-12    1,876521e-11
    4,300000e+00   -8,256894e-13    1,029042e-11
    4,350000e+00   -4,404839e-13    5,581451e-12
    4,400000e+00   -2,325646e-13    2,994820e-12
    4,450000e+00   -1,215347e-13    1,589889e-12
    4,500000e+00   -6,286881e-14    8,351947e-13
    4,550000e+00   -3,219409e-14    4,341872e-13
    4,600000e+00   -1,632091e-14    2,233931e-13
    4,650000e+00   -8,191352e-15    1,137611e-13
    4,700000e+00   -4,070231e-15    5,734160e-14
    4,750000e+00   -2,002345e-15    2,860968e-14
    4,800000e+00   -9,752452e-16    1,412966e-14
    4,850000e+00   -4,702588e-16    6,907625e-15
    4,900000e+00   -2,244894e-16    3,342729e-15
    4,950000e+00   -1,060894e-16    1,601179e-15
    5,000000e+00   -4,962965e-17    7,591539e-16
    5,050000e+00   -2,298115e-17    3,562455e-16
    5,100000e+00   -1,053234e-17    1,654512e-16
    5,150000e+00   -4,776978e-18    7,604234e-17
    5,200000e+00   -2,143878e-18    3,458287e-17
    5,250000e+00   -9,519137e-19    1,556082e-17
    5,300000e+00   -4,180853e-19    6,926345e-18
    5,350000e+00   -1,815959e-19    3,049284e-18
    5,400000e+00   -7,798418e-20    1,327455e-18
    5,450000e+00   -3,310010e-20    5,712923e-19
    5,500000e+00   -1,388065e-20    2,429847e-19
    5,550000e+00   -5,748415e-21    1,020986e-19
    5,600000e+00   -2,349635e-21    4,236278e-20
    5,650000e+00   -9,472500e-22    1,734733e-20
    5,700000e+00   -3,763242e-22    7,005947e-21
    5,750000e+00   -1,471669e-22    2,788137e-21
    5,800000e+00   -5,656941e-23    1,092191e-21
    5,850000e+00   -2,133246e-23    4,205361e-22
    5,900000e+00   -7,871219e-24    1,588568e-22
    5,950000e+00   -2,831098e-24    5,871927e-23
    6,000000e+00   -9,870712e-25    2,116067e-23
    6,050000e+00   -3,306454e-25    7,393917e-24
    6,100000e+00   -1,047882e-25    2,483443e-24
    6,150000e+00   -3,048015e-26    7,899282e-25
    6,200000e+00   -7,553110e-27    2,311003e-25
    6,250000e+00   -1,185561e-27    5,794910e-26
    6,300000e+00    2,343940e-28    9,510684e-27
    6,350000e+00    3,604043e-28   -1,479077e-27
    6,400000e+00    2,418000e-28   -2,581939e-27
    6,450000e+00    1,314056e-28   -1,762294e-27
    6,500000e+00    6,445669e-29   -9,643111e-28
